sample,chr,startpos,endpos
P21_1,chr8,33719042,38197402
P21_1,chr8,38197403,38744509
P21_1,chr8,38744510,38965416
P21_1,chr8,38965417,41860647
P21_1,chr8,41860648,46511517
P21_1,chr8,46511518,51888751
P21_1,chr8,51888752,56803674
P21_1,chr8,56803675,57463284
P21_1,chr8,57463285,57937082
P21_1,chr8,57937083,60927809
P21_1,chr8,60927810,63034003
P21_1,chr8,63034004,63036432
P21_1,chr8,63036433,64121357
P21_1,chr8,64121358,67619919
P21_1,chr8,67619920,70757866
P21_1,chr8,70757867,79044275
P21_1,chr8,79044276,79259047
P21_1,chr8,79259048,80547667
P21_1,chr8,80547668,86921551
P21_1,chr8,86921552,90167227
P21_1,chr8,90167228,92928150
P21_1,chr8,92928151,94221244
P21_1,chr8,94221245,94928577
P21_1,chr8,94928578,97515964
P21_1,chr8,97515965,98342183
P21_1,chr8,98342184,98519587
P21_1,chr8,98519588,100778735
P21_1,chr8,100778736,102642449
P21_1,chr8,102642450,105089398
P21_1,chr8,105089399,106022509
P21_1,chr8,106022510,107835866
P21_1,chr8,107835867,107987640
P21_1,chr8,107987641,108784813
P21_1,chr8,108784814,109949849
P21_1,chr8,109949850,109972903
P21_1,chr8,109972904,111398063
P21_1,chr8,111398064,112248028
P21_1,chr8,112248029,117430855
P21_1,chr8,117430856,117965785
P21_1,chr8,117965786,121191712
P21_1,chr8,121191713,122927177
P21_1,chr8,122927178,125413640
P21_1,chr8,125413641,127280672
P21_1,chr8,127280673,133841743
P21_1,chr8,133841744,135152540
P21_1,chr8,135152541,146259314
P21_2,chr8,0,3421
P21_2,chr8,3422,6953604
P21_2,chr8,6953605,7705902
P21_2,chr8,7705903,10794193
P21_2,chr8,10794194,14888606
P21_2,chr8,14888607,28799182
P21_2,chr8,28799183,33434129
P21_2,chr8,33434130,42764338
P21_2,chr8,42764339,43093739
P21_2,chr8,43093740,43955650
P21_2,chr8,43955651,44137733
P21_2,chr8,44137734,45182627
P21_2,chr8,45182628,48327394
P21_2,chr8,48327395,50166672
P21_2,chr8,50166673,61936816
P21_2,chr8,61936817,65684323
P21_2,chr8,65684324,68986199
P21_2,chr8,68986200,72250012
P21_2,chr8,72250013,74451377
P21_2,chr8,74451378,77381512
P21_2,chr8,77381513,93045996
P21_2,chr8,93045997,93089539
P21_2,chr8,93089540,96086522
P21_2,chr8,96086523,97142764
P21_2,chr8,97142765,98227425
P21_2,chr8,98227426,99129979
P21_2,chr8,99129980,100788522
P21_2,chr8,100788523,100906104
P21_2,chr8,100906105,101287340
P21_2,chr8,101287341,105358520
P21_2,chr8,105358521,106096631
P21_2,chr8,106096632,106977538
P21_2,chr8,106977539,146259314
P22_1,chr8,0,3421
P22_1,chr8,3422,14581283
P22_1,chr8,14581284,63022069
P22_1,chr8,63022070,69638717
P22_1,chr8,69638718,75391735
P22_1,chr8,75391736,75721098
P22_1,chr8,75721099,81954607
P22_1,chr8,81954608,84969205
P22_1,chr8,84969206,94783494
P22_1,chr8,94783495,99012170
P22_1,chr8,99012171,99195513
P22_1,chr8,99195514,100754052
P22_1,chr8,100754053,105444475
P22_1,chr8,105444476,129260735
P22_1,chr8,129260736,135501368
P22_1,chr8,135501369,138653030
P22_1,chr8,138653031,146259314
P22_2,chr8,0,3421
P22_2,chr8,3422,76146800
P22_2,chr8,76146801,78233590
P22_2,chr8,78233591,83008331
P22_2,chr8,83008332,94527424
P22_2,chr8,94527425,146259314
P23_1,chr8,0,3421
P23_1,chr8,3422,7705902
P23_1,chr8,7705903,7772833
P23_1,chr8,7772834,11882182
P23_1,chr8,11882183,12892229
P23_1,chr8,12892230,15257052
P23_1,chr8,15257053,20835304
P23_1,chr8,20835305,33434129
P23_1,chr8,33434130,42070609
P23_1,chr8,42070610,43093739
P23_1,chr8,43093740,43952363
P23_1,chr8,43952364,54450627
P23_1,chr8,54450628,62672345
P23_1,chr8,62672346,65517823
P23_1,chr8,65517824,68375336
P23_1,chr8,68375337,74451377
P23_1,chr8,74451378,79044275
P23_1,chr8,79044276,81796190
P23_1,chr8,81796191,86653461
P23_1,chr8,86653462,87163743
P23_1,chr8,87163744,87982529
P23_1,chr8,87982530,91743468
P23_1,chr8,91743469,95350493
P23_1,chr8,95350494,96600597
P23_1,chr8,96600598,98218568
P23_1,chr8,98218569,102838197
P23_1,chr8,102838198,107835866
P23_1,chr8,107835867,109972903
P23_1,chr8,109972904,111132903
P23_1,chr8,111132904,117378606
P23_1,chr8,117378607,124918886
P23_1,chr8,124918887,126782036
P23_1,chr8,126782037,129554867
P23_1,chr8,129554868,140048928
P23_1,chr8,140048929,140307970
P23_1,chr8,140307971,146259314
P23_2,chr8,0,3421
P23_2,chr8,3422,12953147
P23_2,chr8,12953148,25335268
P23_2,chr8,25335269,95000749
P23_2,chr8,95000750,98172214
P23_2,chr8,98172215,112248028
P23_2,chr8,112248029,146259314
P24_1,chr8,0,3421
P24_1,chr8,3422,146259314
P24_2,chr8,0,3421
P24_2,chr8,3422,146259314
P25_1,chr8,0,3421
P25_1,chr8,3422,15257052
P25_1,chr8,15257053,39599645
P25_1,chr8,39599646,68345651
P25_1,chr8,68345652,75887818
P25_1,chr8,75887819,83549933
P25_1,chr8,83549934,100644953
P25_1,chr8,100644954,103706974
P25_1,chr8,103706975,104552371
P25_1,chr8,104552372,107692219
P25_1,chr8,107692220,119066899
P25_1,chr8,119066900,120101979
P25_1,chr8,120101980,130488361
P25_1,chr8,130488362,135275871
P25_1,chr8,135275872,146259314
P25_2,chr8,0,3421
P25_2,chr8,3422,14888606
P25_2,chr8,14888607,43030201
P25_2,chr8,43030202,43423283
P25_2,chr8,43423284,65517823
P25_2,chr8,65517824,76953493
P25_2,chr8,76953494,86928081
P25_2,chr8,86928082,90167227
P25_2,chr8,90167228,94068359
P25_2,chr8,94068360,104712991
P25_2,chr8,104712992,115025906
P25_2,chr8,115025907,115055002
P25_2,chr8,115055003,120557422
P25_2,chr8,120557423,121829473
P25_2,chr8,121829474,125891360
P25_2,chr8,125891361,146259314
P26_1,chr8,0,3421
P26_1,chr8,3422,53639809
P26_1,chr8,53639810,65517823
P26_1,chr8,65517824,76875257
P26_1,chr8,76875258,87161447
P26_1,chr8,87161448,91153882
P26_1,chr8,91153883,91611464
P26_1,chr8,91611465,93138166
P26_1,chr8,93138167,96703192
P26_1,chr8,96703193,98622158
P26_1,chr8,98622159,111132903
P26_1,chr8,111132904,114111149
P26_1,chr8,114111150,114202257
P26_1,chr8,114202258,115747554
P26_1,chr8,115747555,116402850
P26_1,chr8,116402851,117889164
P26_1,chr8,117889165,146259314
P26_2,chr8,0,3421
P26_2,chr8,3422,1786304
P26_2,chr8,1786305,2583490
P26_2,chr8,2583491,8194748
P26_2,chr8,8194749,43093739
P26_2,chr8,43093740,43247908
P26_2,chr8,43247909,43423283
P26_2,chr8,43423284,52287663
P26_2,chr8,52287664,63036432
P26_2,chr8,63036433,67208388
P26_2,chr8,67208389,68132958
P26_2,chr8,68132959,78529567
P26_2,chr8,78529568,79044275
P26_2,chr8,79044276,80547667
P26_2,chr8,80547668,82996312
P26_2,chr8,82996313,83676888
P26_2,chr8,83676889,86309685
P26_2,chr8,86309686,91566261
P26_2,chr8,91566262,93153637
P26_2,chr8,93153638,96979544
P26_2,chr8,96979545,98995085
P26_2,chr8,98995086,99892690
P26_2,chr8,99892691,101247893
P26_2,chr8,101247894,102838197
P26_2,chr8,102838198,102889948
P26_2,chr8,102889949,103667839
P26_2,chr8,103667840,104028719
P26_2,chr8,104028720,104247302
P26_2,chr8,104247303,105089398
P26_2,chr8,105089399,117571500
P26_2,chr8,117571501,120541822
P26_2,chr8,120541823,127280672
P26_2,chr8,127280673,132257112
P26_2,chr8,132257113,146259314
P27_1,chr8,0,3421
P27_1,chr8,3422,80346615
P27_1,chr8,80346616,112491044
P27_1,chr8,112491045,146259314
P27_2,chr8,0,3421
P27_2,chr8,3422,27402320
P27_2,chr8,27402321,43179071
P27_2,chr8,43179072,60939243
P27_2,chr8,60939244,66149601
P27_2,chr8,66149602,69026335
P27_2,chr8,69026336,85135841
P27_2,chr8,85135842,95530752
P27_2,chr8,95530753,112971892
P27_2,chr8,112971893,114325209
P27_2,chr8,114325210,124057532
P27_2,chr8,124057533,132120677
P27_2,chr8,132120678,132536888
P27_2,chr8,132536889,146259314
P28_1,chr8,0,3421
P28_1,chr8,3422,12663372
P28_1,chr8,12663373,29169162
P28_1,chr8,29169163,29950490
P28_1,chr8,29950491,59649175
P28_1,chr8,59649176,60612677
P28_1,chr8,60612678,79150094
P28_1,chr8,79150095,79889264
P28_1,chr8,79889265,88915013
P28_1,chr8,88915014,92131311
P28_1,chr8,92131312,92630227
P28_1,chr8,92630228,94840935
P28_1,chr8,94840936,95812371
P28_1,chr8,95812372,146259314
P28_2,chr8,0,3421
P28_2,chr8,3422,3256856
P28_2,chr8,3256857,6977296
P28_2,chr8,6977297,10111680
P28_2,chr8,10111681,10144071
P28_2,chr8,10144072,24627215
P28_2,chr8,24627216,25171926
P28_2,chr8,25171927,33846519
P28_2,chr8,33846520,42932386
P28_2,chr8,42932387,45085471
P28_2,chr8,45085472,45180744
P28_2,chr8,45180745,48234353
P28_2,chr8,48234354,48432430
P28_2,chr8,48432431,51617485
P28_2,chr8,51617486,54591452
P28_2,chr8,54591453,54720196
P28_2,chr8,54720197,60622083
P28_2,chr8,60622084,60878321
P28_2,chr8,60878322,62579712
P28_2,chr8,62579713,63912396
P28_2,chr8,63912397,65336027
P28_2,chr8,65336028,66498540
P28_2,chr8,66498541,74669317
P28_2,chr8,74669318,80298147
P28_2,chr8,80298148,86097031
P28_2,chr8,86097032,87780355
P28_2,chr8,87780356,88968175
P28_2,chr8,88968176,89523382
P28_2,chr8,89523383,90463746
P28_2,chr8,90463747,90693219
P28_2,chr8,90693220,91583303
P28_2,chr8,91583304,95812371
P28_2,chr8,95812372,95980893
P28_2,chr8,95980894,100494076
P28_2,chr8,100494077,100919415
P28_2,chr8,100919416,105780915
P28_2,chr8,105780916,106329039
P28_2,chr8,106329040,106384916
P28_2,chr8,106384917,107561016
P28_2,chr8,107561017,108133368
P28_2,chr8,108133369,110324613
P28_2,chr8,110324614,111241627
P28_2,chr8,111241628,115269195
P28_2,chr8,115269196,141747640
P28_2,chr8,141747641,145905388
P28_2,chr8,145905389,146259314
P29_1,chr8,0,3421
P29_1,chr8,3422,84618113
P29_1,chr8,84618114,89426637
P29_1,chr8,89426638,93368246
P29_1,chr8,93368247,98259768
P29_1,chr8,98259769,105780915
P29_1,chr8,105780916,106384916
P29_1,chr8,106384917,108346627
P29_1,chr8,108346628,108388857
P29_1,chr8,108388858,111578059
P29_1,chr8,111578060,121333871
P29_1,chr8,121333872,121850266
P29_1,chr8,121850267,126281585
P29_1,chr8,126281586,128702399
P29_1,chr8,128702400,130049514
P29_1,chr8,130049515,133170643
P29_1,chr8,133170644,134893284
P29_1,chr8,134893285,141965009
P29_1,chr8,141965010,145217009
P29_1,chr8,145217010,146259314
P29_2,chr8,0,3421
P29_2,chr8,3422,3529349
P29_2,chr8,3529350,28214339
P29_2,chr8,28214340,42307404
P29_2,chr8,42307405,43077663
P29_2,chr8,43077664,47396873
P29_2,chr8,47396874,47725812
P29_2,chr8,47725813,48618761
P29_2,chr8,48618762,57127275
P29_2,chr8,57127276,59649175
P29_2,chr8,59649176,62057919
P29_2,chr8,62057920,74549518
P29_2,chr8,74549519,78242583
P29_2,chr8,78242584,79922510
P29_2,chr8,79922511,80298147
P29_2,chr8,80298148,81954607
P29_2,chr8,81954608,83523302
P29_2,chr8,83523303,84618113
P29_2,chr8,84618114,146259314
P2_1,chr8,0,3421
P2_1,chr8,3422,146259314
P2_2,chr8,0,3421
P2_2,chr8,3422,33228917
P2_2,chr8,33228918,66571321
P2_2,chr8,66571322,68151370
P2_2,chr8,68151371,80698264
P2_2,chr8,80698265,95503978
P2_2,chr8,95503979,112278659
P2_2,chr8,112278660,146259314
P30_1,chr8,0,3421
P30_1,chr8,3422,23635156
P30_1,chr8,23635157,28873279
P30_1,chr8,28873280,34157925
P30_1,chr8,34157926,48618761
P30_1,chr8,48618762,58387865
P30_1,chr8,58387866,59512118
P30_1,chr8,59512119,62148813
P30_1,chr8,62148814,66106053
P30_1,chr8,66106054,85047762
P30_1,chr8,85047763,89052830
P30_1,chr8,89052831,93368246
P30_1,chr8,93368247,94133192
P30_1,chr8,94133193,94952914
P30_1,chr8,94952915,96743961
P30_1,chr8,96743962,101284764
P30_1,chr8,101284765,104419814
P30_1,chr8,104419815,112370333
P30_1,chr8,112370334,115075077
P30_1,chr8,115075078,119982044
P30_1,chr8,119982045,121850266
P30_1,chr8,121850267,135734301
P30_1,chr8,135734302,146259314
P30_2,chr8,0,3421
P30_2,chr8,3422,11611057
P30_2,chr8,11611058,18088115
P30_2,chr8,18088116,33785227
P30_2,chr8,33785228,49950249
P30_2,chr8,49950250,138845523
P30_2,chr8,138845524,146259314
P31_1,chr8,0,3421
P31_1,chr8,3422,14581283
P31_1,chr8,14581284,80298147
P31_1,chr8,80298148,96931301
P31_1,chr8,96931302,103361824
P31_1,chr8,103361825,106174731
P31_1,chr8,106174732,107276731
P31_1,chr8,107276732,111241627
P31_1,chr8,111241628,114960471
P31_1,chr8,114960472,121333871
P31_1,chr8,121333872,146259314
P31_2,chr8,0,3421
P31_2,chr8,3422,799868
P31_2,chr8,799869,36509150
P31_2,chr8,36509151,51926917
P31_2,chr8,51926918,54720196
P31_2,chr8,54720197,59156803
P31_2,chr8,59156804,79922510
P31_2,chr8,79922511,91390486
P31_2,chr8,91390487,95572390
P31_2,chr8,95572391,95758903
P31_2,chr8,95758904,102738187
P31_2,chr8,102738188,102757586
P31_2,chr8,102757587,106384916
P31_2,chr8,106384917,140323238
P31_2,chr8,140323239,146259314
P32_1,chr8,0,3421
P32_1,chr8,3422,146259314
P32_2,chr8,0,3421
P32_2,chr8,3422,6254059
P32_2,chr8,6254060,13169798
P32_2,chr8,13169799,14896836
P32_2,chr8,14896837,28104190
P32_2,chr8,28104191,32406768
P32_2,chr8,32406769,36174396
P32_2,chr8,36174397,48618761
P32_2,chr8,48618762,53844497
P32_2,chr8,53844498,58775449
P32_2,chr8,58775450,60169119
P32_2,chr8,60169120,65975298
P32_2,chr8,65975299,76846876
P32_2,chr8,76846877,79922510
P32_2,chr8,79922511,80015941
P32_2,chr8,80015942,81865338
P32_2,chr8,81865339,84549162
P32_2,chr8,84549163,89426637
P32_2,chr8,89426638,90556981
P32_2,chr8,90556982,92791894
P32_2,chr8,92791895,94685327
P32_2,chr8,94685328,108559014
P32_2,chr8,108559015,110496223
P32_2,chr8,110496224,115330143
P32_2,chr8,115330144,120587124
P32_2,chr8,120587125,129827936
P32_2,chr8,129827937,143166438
P32_2,chr8,143166439,145422340
P32_2,chr8,145422341,146259314
P33_1,chr8,0,3421
P33_1,chr8,3422,41129001
P33_1,chr8,41129002,65636846
P33_1,chr8,65636847,115747554
P33_1,chr8,115747555,145479136
P33_1,chr8,145479137,146259314
P33_2,chr8,0,3421
P33_2,chr8,3422,41129001
P33_2,chr8,41129002,42556161
P33_2,chr8,42556162,60152715
P33_2,chr8,60152716,65636846
P33_2,chr8,65636847,146259314
P34_1,chr8,0,3421
P34_1,chr8,3422,15257052
P34_1,chr8,15257053,21901174
P34_1,chr8,21901175,34332895
P34_1,chr8,34332896,39797950
P34_1,chr8,39797951,47396873
P34_1,chr8,47396874,58528254
P34_1,chr8,58528255,59156803
P34_1,chr8,59156804,68345651
P34_1,chr8,68345652,77619028
P34_1,chr8,77619029,79484895
P34_1,chr8,79484896,82286194
P34_1,chr8,82286195,82400823
P34_1,chr8,82400824,83489253
P34_1,chr8,83489254,83549933
P34_1,chr8,83549934,88915013
P34_1,chr8,88915014,101318485
P34_1,chr8,101318486,105340215
P34_1,chr8,105340216,146259314
P34_2,chr8,0,3421
P34_2,chr8,3422,15499536
P34_2,chr8,15499537,18539876
P34_2,chr8,18539877,22032518
P34_2,chr8,22032519,29169162
P34_2,chr8,29169163,33685444
P34_2,chr8,33685445,50040811
P34_2,chr8,50040812,56101467
P34_2,chr8,56101468,64495196
P34_2,chr8,64495197,70278811
P34_2,chr8,70278812,80346615
P34_2,chr8,80346616,80691467
P34_2,chr8,80691468,82287146
P34_2,chr8,82287147,88801958
P34_2,chr8,88801959,108346627
P34_2,chr8,108346628,108491527
P34_2,chr8,108491528,110745705
P34_2,chr8,110745706,111578059
P34_2,chr8,111578060,112491044
P34_2,chr8,112491045,117430855
P34_2,chr8,117430856,146259314
P35_1,chr8,0,3421
P35_1,chr8,3422,19616298
P35_1,chr8,19616299,59737242
P35_1,chr8,59737243,71251233
P35_1,chr8,71251234,73793236
P35_1,chr8,73793237,74075297
P35_1,chr8,74075298,76855161
P35_1,chr8,76855162,87055907
P35_1,chr8,87055908,92016024
P35_1,chr8,92016025,94286572
P35_1,chr8,94286573,96199654
P35_1,chr8,96199655,100542542
P35_1,chr8,100542543,100907424
P35_1,chr8,100907425,102301544
P35_1,chr8,102301545,104423387
P35_1,chr8,104423388,105189132
P35_1,chr8,105189133,105863580
P35_1,chr8,105863581,108673251
P35_1,chr8,108673252,110275306
P35_1,chr8,110275307,115633813
P35_1,chr8,115633814,116649663
P35_1,chr8,116649664,118787057
P35_1,chr8,118787058,119620453
P35_1,chr8,119620454,119730380
P35_1,chr8,119730381,121077963
P35_1,chr8,121077964,146259314
P35_2,chr8,0,3421
P35_2,chr8,3422,72103603
P35_2,chr8,72103604,99140663
P35_2,chr8,99140664,107437745
P35_2,chr8,107437746,143083421
P35_2,chr8,143083422,146259314
P36_1,chr8,0,3421
P36_1,chr8,3422,6937385
P36_1,chr8,6937386,12273732
P36_1,chr8,12273733,13826670
P36_1,chr8,13826671,23481245
P36_1,chr8,23481246,23707957
P36_1,chr8,23707958,24387948
P36_1,chr8,24387949,25138259
P36_1,chr8,25138260,28512667
P36_1,chr8,28512668,29426478
P36_1,chr8,29426479,32415016
P36_1,chr8,32415017,34238487
P36_1,chr8,34238488,57114446
P36_1,chr8,57114447,57191349
P36_1,chr8,57191350,59389049
P36_1,chr8,59389050,69208769
P36_1,chr8,69208770,71648710
P36_1,chr8,71648711,73584969
P36_1,chr8,73584970,75050334
P36_1,chr8,75050335,81701498
P36_1,chr8,81701499,84850951
P36_1,chr8,84850952,89650965
P36_1,chr8,89650966,90615549
P36_1,chr8,90615550,92330509
P36_1,chr8,92330510,94510617
P36_1,chr8,94510618,97348489
P36_1,chr8,97348490,97987272
P36_1,chr8,97987273,99057704
P36_1,chr8,99057705,99630584
P36_1,chr8,99630585,99873594
P36_1,chr8,99873595,100058375
P36_1,chr8,100058376,100814769
P36_1,chr8,100814770,100815842
P36_1,chr8,100815843,104423387
P36_1,chr8,104423388,104521535
P36_1,chr8,104521536,105022347
P36_1,chr8,105022348,106307625
P36_1,chr8,106307626,107260647
P36_1,chr8,107260648,111603701
P36_1,chr8,111603702,112374491
P36_1,chr8,112374492,113396408
P36_1,chr8,113396409,114044678
P36_1,chr8,114044679,114361166
P36_1,chr8,114361167,115085749
P36_1,chr8,115085750,116067698
P36_1,chr8,116067699,116276303
P36_1,chr8,116276304,116550559
P36_1,chr8,116550560,116649663
P36_1,chr8,116649664,126133928
P36_1,chr8,126133929,127787623
P36_1,chr8,127787624,128585218
P36_1,chr8,128585219,130760683
P36_1,chr8,130760684,131242079
P36_1,chr8,131242080,134509893
P36_1,chr8,134509894,134829503
P36_1,chr8,134829504,137747580
P36_1,chr8,137747581,142408231
P36_1,chr8,142408232,142522492
P36_1,chr8,142522493,146259314
P36_2,chr8,0,3421
P36_2,chr8,3422,3190731
P36_2,chr8,3190732,11535410
P36_2,chr8,11535411,33031623
P36_2,chr8,33031624,41773822
P36_2,chr8,41773823,45763501
P36_2,chr8,45763502,46334789
P36_2,chr8,46334790,48404288
P36_2,chr8,48404289,52375731
P36_2,chr8,52375732,55113235
P36_2,chr8,55113236,55418322
P36_2,chr8,55418323,55623263
P36_2,chr8,55623264,57052896
P36_2,chr8,57052897,60030411
P36_2,chr8,60030412,80218490
P36_2,chr8,80218491,95291025
P36_2,chr8,95291026,101579314
P36_2,chr8,101579315,101857282
P36_2,chr8,101857283,106106016
P36_2,chr8,106106017,106446165
P36_2,chr8,106446166,107753279
P36_2,chr8,107753280,108257827
P36_2,chr8,108257828,108920010
P36_2,chr8,108920011,112642498
P36_2,chr8,112642499,114809069
P36_2,chr8,114809070,115633813
P36_2,chr8,115633814,116866139
P36_2,chr8,116866140,127479871
P36_2,chr8,127479872,128599271
P36_2,chr8,128599272,134927691
P36_2,chr8,134927692,137130209
P36_2,chr8,137130210,140418405
P36_2,chr8,140418406,143984417
P36_2,chr8,143984418,144353681
P36_2,chr8,144353682,146259314
P37_1,chr8,0,3421
P37_1,chr8,3422,12428436
P37_1,chr8,12428437,12715697
P37_1,chr8,12715698,20148939
P37_1,chr8,20148940,23535203
P37_1,chr8,23535204,38822665
P37_1,chr8,38822666,48509234
P37_1,chr8,48509235,54566456
P37_1,chr8,54566457,58087071
P37_1,chr8,58087072,59027216
P37_1,chr8,59027217,60681105
P37_1,chr8,60681106,60743431
P37_1,chr8,60743432,64024813
P37_1,chr8,64024814,65779473
P37_1,chr8,65779474,68090245
P37_1,chr8,68090246,68198033
P37_1,chr8,68198034,68277249
P37_1,chr8,68277250,68917039
P37_1,chr8,68917040,69326389
P37_1,chr8,69326390,71174678
P37_1,chr8,71174679,72959661
P37_1,chr8,72959662,74838233
P37_1,chr8,74838234,76238449
P37_1,chr8,76238450,82222922
P37_1,chr8,82222923,82488887
P37_1,chr8,82488888,89900994
P37_1,chr8,89900995,91289840
P37_1,chr8,91289841,94840935
P37_1,chr8,94840936,102226936
P37_1,chr8,102226937,103034288
P37_1,chr8,103034289,105063662
P37_1,chr8,105063663,113368963
P37_1,chr8,113368964,115672486
P37_1,chr8,115672487,122896644
P37_1,chr8,122896645,127323528
P37_1,chr8,127323529,136004854
P37_1,chr8,136004855,146259314
P37_2,chr8,0,3421
P37_2,chr8,3422,878655
P37_2,chr8,878656,1540731
P37_2,chr8,1540732,8006815
P37_2,chr8,8006816,9560779
P37_2,chr8,9560780,11312788
P37_2,chr8,11312789,12466802
P37_2,chr8,12466803,14290695
P37_2,chr8,14290696,15605079
P37_2,chr8,15605080,19466004
P37_2,chr8,19466005,22403825
P37_2,chr8,22403826,23707957
P37_2,chr8,23707958,27258681
P37_2,chr8,27258682,28117300
P37_2,chr8,28117301,28512667
P37_2,chr8,28512668,37919480
P37_2,chr8,37919481,45038847
P37_2,chr8,45038848,49736474
P37_2,chr8,49736475,50169740
P37_2,chr8,50169741,52717280
P37_2,chr8,52717281,52928185
P37_2,chr8,52928186,67162019
P37_2,chr8,67162020,72998451
P37_2,chr8,72998452,73976977
P37_2,chr8,73976978,77206904
P37_2,chr8,77206905,80310828
P37_2,chr8,80310829,82014005
P37_2,chr8,82014006,87264236
P37_2,chr8,87264237,91623770
P37_2,chr8,91623771,92045722
P37_2,chr8,92045723,93486896
P37_2,chr8,93486897,94840935
P37_2,chr8,94840936,105063662
P37_2,chr8,105063663,106722144
P37_2,chr8,106722145,109092696
P37_2,chr8,109092697,113063717
P37_2,chr8,113063718,113368963
P37_2,chr8,113368964,122896644
P37_2,chr8,122896645,127323528
P37_2,chr8,127323529,136004854
P37_2,chr8,136004855,146259314
P38_1,chr8,0,3421
P38_1,chr8,3422,1540731
P38_1,chr8,1540732,2368763
P38_1,chr8,2368764,4574432
